NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
830063993,-1,FUNDACION SICOTERAPEUTICA CONSTRUYAMOS EL MAÑANA,TERAPÉUTICO POR ADICCIÓN,SAN PABLO,TUNJUELITO,SANTA LUCIA,DIAGONAL 45 G SUR No. 13 G - 29,LUIS EDUARDO CHIRIVI,3012281456,tufundacionfunlema@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
900610961,,FUNDACION SINDROME DE AMOR,TERAPÉUTICO POR DISCAPACIDAD,SOACHA,BOSA,SAN PABLO,CALLE65J SUR NO. 78J-75,ANDREA LILIANA VARGAS TRIANA,3155735129 - 6631432,fundacionsindromedeamor@gmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
900978766,,FUNDACION HOGAR DE PASO BENY,TERAPÉUTICO POR DISCAPACIDAD,CRISTO SACERDOTE,BARRIOS UNIDOS,BAQUERO,CARRERA 20 No. 63 - 59 (SEDE PRINCIPAL - ADMINISTRATIVA / OPERATIVA - PUNTO DE ENVÍO),SOLEDAD PALMAR,3216577293,fundacionhogardepasobeny@gmail.com,LUNES,SEMANAL,SEMANAL
900243445,,FUNDACION SOCIAL SANTA BIBIANA,ADULTO MAYOR,SOACHA,SOACHA,EL PORVENIR,Calle 22 B No. 1 B - 37,VIVIANA VANEGAS,3102024975,fundacionsbibiana22@outlook.com,LUNES,MENSUAL,1 SEMANA
900917058,,FUNDACION AMADA DEL SEÑOR,JARDÍN INFANTIL,SAN PEDRO,SUBA,NUEVA ZELANDIA,CARRERA 48 A # 181 - 37,"MARISOL RUIZ, SAÚL PIRÉ",3115860354/7019364-3124062970,fundacionamada@hotmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900917058,,FUNDACION AMADA DEL SEÑOR,JARDÍN INFANTIL,SAN PEDRO,SUBA,NUEVA ZELANDIA,CARRERA 48 A # 181 - 37,"MARISOL RUIZ, SAÚL PIRÉ",3115860354/7019364-3124062970,fundacionamada@hotmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900811264,-1,FUNDACION EDWAR CAMILO _ FORMANDO VIDAS,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",SOACHA,SOACHA,LA FLORIDA - COMUNA 6,CARRERA 7 ESTE No. 8 - 13 / 21 (TODOS LOS ALIMENTOS SE DEBEN ENTREGAR EN LA CARRERA 7 ESTE No. 8 - 21),MARLEN MARTÍNEZ,3133712952 - 3132329890,fundacionedwardcamilo@hotmail.com,MARTES,SEMANAL,SEMANAL
900811264,-1,FUNDACION EDWAR CAMILO _ FORMANDO VIDAS,COMEDOR ESCOLAR,SOACHA,SOACHA,LA FLORIDA - COMUNA 6,CARRERA 7 ESTE No. 8 - 13 / 21 (TODOS LOS ALIMENTOS SE DEBEN ENTREGAR EN LA CARRERA 7 ESTE No. 8 - 21),MARLEN MARTÍNEZ,3133712952 - 3132329890,fundacionedwardcamilo@hotmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
901297669,,FUNDACION PHENIX,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,ENGATIVÁ,BOYACÁ REAL,CRA 72 A No. 71 A - 14,MARIA ALEXANDRA NORIEGA TORRES,3208489032 - 306 2023,fundacionphenix@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
860006696,-2,HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL - CENTRO AMBULATORIO MEDALLA MILAGROSA,TERAPÉUTICO POR ADICCIÓN,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,SAMPER MENDOZA,CRA. 27 N. 22 B 86,HNA. NOHEMI,244 2964/3158936408/3133998764 HELENITA,,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA DEL MES
860026121,,PARROQUIA NUESTRA SEÑORA DEL ROSARIO CHIPAQUE,TEJIENDO COMUNIDAD,SAN JOSÉ,CHIPAQUE,CENTRO,CARRERA 4 No. 4 - 54,PADRE JOSÉ ÁLVARO MORENO MORENO,3112025378,pchipaque@arquibogota.org.co,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
860007305,,HERMANITAS DE LOS POBRES,ADULTO MAYOR,INMACULADA CONCEPCIÓN,SANTA FÉ,LAS CRUCES,CRA 10 No. 1-54,HERMANA ALBINA /HERMANA ELIDUBINA,3134886821 /3124503571,hdlpcol@hotmail.com,SÁBADO,MENSUAL,3 SEMANA
860007305,,HERMANITAS DE LOS POBRES - CHAPINERO,ADULTO MAYOR,CRISTO SACERDOTE,CHAPINERO,CAMPIN,CALLE 63 No. 28-65,HERMANA AMPARO DE LOS ANGELES /MADRE ANA,3451775-29495247/ 321 204 52 23/ 3107714969/3133917990,hdlpcol@hotmail.com,SÁBADO,MENSUAL,3 SEMANA
900906506,,FUNDACION REMENDANDO SUEÑOS,TEJIENDO COMUNIDAD,SOACHA - NACIONAL,ICONONZO,CANDELARIA,CALLE 7 No. 6 - 64,NATIVIDAD VERGARA,3103065779,,LUNES,MENSUAL,4 SEMANA
860035573,,MOVIMIENTO DE LOS FOCOLARES,TEJIENDO COMUNIDAD,ZIPAQUIRÁ,TOCANCIPA,LOS ALPES,CALLE 7 No. 3 - 00,MARÍA EUGENIA VIANA ESTRADA,3103082643 - 3104498217 (WHATSAPP),maruviana@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
860524015,,FUNDACION PEPASO,COMEDOR AMIGO,SAN JOSÉ,SAN CRISTÓBAL,CALVO SUR,CALLE 2 SUR NO. 7 A - 14,MARTHA YAMILE ALFONSO VEGA,3128938190 (PEDIDOS) - 3202733258,fundacionpepaso@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900964587,-1,FUNDACION LOS SUEÑOS SE CUMPLEN,TEJIENDO COMUNIDAD,SAN JOSÉ,UNE,CUNDINAMARCA,CRA 3 # 4 - 54,OSVALDO ROMERO ESCALANTE,3162275938,olosjunior@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900964587,-2,FUNDACION LOS SUEÑOS SE CUMPLEN,TEJIENDO COMUNIDAD,SAN JOSÉ,,CUNDINAMARCA,CRA 3# 4-54,OSVALDO ROMERO ESCALANTE,3162275938,olosjunior@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900438389,,FUNDACION COMUNIDAD VIVA SIGLA FUNDACION COMUNIDAD VIVA,COMEDOR AMIGO,CRISTO SACERDOTE,BARRIOS UNIDOS,LA CASTELLANA,"CARRERA 50 No. 90 - 50
CALLE 32 No. 14 - 18 (IGLESIA MENONITA, TEUSAQUILLO - TEUSAQUILLO)",DANIEL PÉREZ - LADY SALAMANCA,3002418506,info@fundacioncomunidadviva.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901387820,,FC FE Y ESPERANZA,TEJIENDO COMUNIDAD,SAN JOSÉ,SAN CRISTÓBAL,LA GLORIA OCCIDENTAL,CARRERA 3 C ESTE No. 41 B - 11 SUR,GLORIA ESPERANZA SÁNCHEZ MANCERA,3229259227 3213187334,fundafeyesperanzacolombia@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830103858,,FUNDACION RESTAURACION Y VIDA NUEVA,JARDÍN INFANTIL,ESPÍRITU SANTO,CIUDAD BOLÍVAR,MEISSEN,CRA 18 N.60G-41 SUR,STELLA PEREZ,790 3403 /3193450623,fundacionfurevin@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
900056894,,IGLESIA CRISTIANA PALABRA Y ADORACIÓN,"1. TEJIENDO COMUNIDAD
2. COMEDOR ESCOLAR",ENGATIVÁ,ENGATIVÁ,ZARZAMORA,AVENIDA CARRERA 86 No. 71 A - 47,VIRGINIA TRIANA - CLAUDIA PADILLA,3187130487 - 3167495154 - 3589189,administracion@iglesiapalabrayadoracion.com,JUEVES,QUINCENAL,1 Y 3 SEMANA
901219816,,JUNTA DE ACCIÓN COMUNAL DEL BARRIO SAN ISIDRO NORORIENTAL DE LA LOCALIDAD 02,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,CHAPINERO,SAN ISIDRO,CARRERA 12 A ESTE No. 97 - 61,LILIANA RUÍZ JIMÉNEZ,3204705773,juntaaccioncomunalsanisidro@gmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA
830078800,,FUNDACION CAMINO A LA LUZ FUNCALUZ,ADULTO MAYOR,CRISTO SACERDOTE,BARRIOS UNIDOS,LA AURORA,CRA. 28 NO. 74 A - 26,MARTHA CECILIA CUADRADO,311 213 85 76 - 660 84 12,funcaluz@hotmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
830081458,,PARROQUIA BEATO GUILLERMO JOSE CHAMINADE,BUEN SAMARITANO,SAN PABLO,RAFAEL URIBE URIBE,PALERMO SUR,CARRERA 1 No. 51 - 74 SUR,PADRE REMO SEGALLA OMEZZOLLI,3216364504,pbeatoguillermojosechaminade@arquibogota.org.co,LUNES,SEMANAL,SEMANAL
900731054,,IGLESIA CRISTIANA DE RESTAURACION FAMILIAR FRUTO DEL ESPIRITU,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,SAN FRANCISCO,Calle 66 Sur # 22 - 20,ALEJANDRA MARCELA SANTOS,3112908508,IGLESIAFRUTO@YAHOO.COM,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860027139,,"ORDEN DE LOS CLERIGOS REGULARES SOMASCOS - CENTRO DE DESARROLLO - ""CASA CALLIOPE - ALTOS DE SAN JERÓNIMO""","1. COMEDOR AMIGO
2. BUEN SAMARITANO",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,PARAISO,DIAGONAL 74 SUR No. 27 F - 12,PADRE FERNANDO ANTONIO VALENZUELA,3007428657 / 3026011261,gsocialaltosdesanjeronimo@gmail.com,MARTES,SEMANAL,SEMANAL
860530249,,PARROQUIA NUESTRA SEÑORA DEL CONSUELO,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,BARRANCAS,CALLE 156 7H - 40,MARIELA MARTÍNEZ TORRES,3105750016,pnuestrasenoradelconsuelo@arquibogota.org.co,JUEVES,MENSUAL,2 SEMANA
900208409,,FUNDACION PIE DE APOYO COLOMBIA,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,SANTA FÉ,LOS MARTIRES,CALLE 21 NO. 16 A - 26,CAROLINA CLAVIJO FUQUENE,3153328417,fundacionpiedeapoyocolombia@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860010525,,HIJAS DEL CORAZON MISERICORDIOSO DE MARIA - HIJAS DEL CORAZON MISERICORDIOSO DE,INTERNADO,SAN JOSÉ,,JARIN BOTÁNICO,Avenida Carrera 70#49-66,HERMANA OFELMINA,2951848/3112891233-4296512 Hna Ofelmina,,VIERNES,QUINCENAL,2 Y 4 SEMANA
900641536,,FUNDACION VERDADEROS ANGELES,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,SABANA DE TIBABUYES NORTE,CARRERA 136 A No. 145 - 31,WILLIAM ROMERO ARIZA,3045308196,funverainfo@gmail.com,VIERNES,MENSUAL,4 SEMANA
830081249,,PARROQUIA SAN LUIS VERSIGLIA MARTIR,TEJIENDO COMUNIDAD,SAN PABLO,RAFAEL URIBE URIBE,CHIRCALES,TRANSVERSAL 5 J No. 4 8 D - 41 SUR,PADRE CÉSAR IVÁN CARRILLO REY,,gicamo73@yahoo.es,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900128671,TEMPRANO,FUNDACION ALIANZA SOCIAL EDUCATIVA - ASE,"1. INSTITUCIÓN EDUCATIVA
2. TEJIENDO COMUNIDAD",ENGATIVÁ,ENGATIVÁ,MINUTO DE DIOS,TRANSVERSAL 73 A No. 82 C - 34,ANA DE CAÑAS,3110832 - 3003202395-3003440005,fundacionase@gmail.com,VIERNES,SEMANAL,SEMANAL
900191617,,FUNDACION PADRE DAMIAN,TEJIENDO COMUNIDAD,SAN PABLO,BARRIOS UNIDOS,SIMON BOLIVAR,CALLE 78 # 62 -23,LUCILA JIMENEZ,3204510064 - 3112805237 - 7536789,fundacionpdamian@gmail.com,JUEVES,MENSUAL,4 SEMANA
900118047,,FUNDACION JESUS EL BUEN PASTOR,JARDÍN INFANTIL,SOACHA,BOSA,SAN ANTONIO,CALLE 70 A SUR No. 91 - 14,FRANCISNEY ARIAS PEÑA,3204756691,francy182010@live.com,MIÉRCOLES,SEMANAL,SEMANAL
900118047,,FUNDACION JESUS EL BUEN PASTOR,JARDÍN INFANTIL,SOACHA,BOSA,EL RECREO,CARRERA 98 No. 73 - 85 SUR,FRANCISNEY ARIAS PEÑA,3204756691,francy182010@live.com,MIÉRCOLES,SEMANAL,SEMANAL
900118047,,FUNDACION JESUS EL BUEN PASTOR,COMEDOR ESCOLAR,SOACHA,BOSA,HUMBERTO VALENCIA,CARRERA 81 B No. 71 F - 04 SUR,FRANCISNEY ARIAS PEÑA,3204756691,francy182010@live.com,MIÉRCOLES,SEMANAL,SEMANAL
900340234,,FUNDACION SOLIDARIA CREER,COMEDOR AMIGO,ENGATIVÁ,CHAPINERO,LA PORCIÚNCULA,CRA 18 D N° 81-28,ALONSO CASTAÑO,3138083309,funsocreer@hotmail.com,MARTES,SEMANAL,SEMANAL
900682247,,PARROQUIA SAN JUAN DAMASCENO,BUEN SAMARITANO,SAN PABLO,RAFAEL URIBE URIBE,PROVIDENCIA ALTA,CALLE 48 I BIS A SUR No. 10 - 69 (TEMPLO) - CALLE 48 I BIS A SUR No. 10 - 33 (CASA CURAL - PUNTO DE ENVÍO),PADRE ORLANDO ALFONSO AGUILAR BARRIOS - PEDIDOS: ANDREA DÁVILA,3222348625 - 3507900654,misionerocm@outlook.es,SÁBADO,QUINCENAL,2 Y 4 SEMANA
860010530,,JARDIN DE LA NIÑA MARIA,JARDÍN INFANTIL,CRISTO SACERDOTE,BARRIOS UNIDOS,LA CASTELLANA,CARRERA 49 C No. 93 - 58,JENNIFER OCAMPO,6163299 - 311 2217907,ninasmaria@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
830111077,,ASOCIACIÓN PASIÓN Y VIDA,TEJIENDO COMUNIDAD,FONTIBÓN,FONTIBÓN,HAYUELOS,AV. CALLE 17 No. 80 A - 50,DAVID EDUARDO CAÑAS ARBOLEDA,3108108730,david.canas@manantial.co,VIERNES,SEMANAL,SEMANAL
900051764,,FUNDACION GERONTOLOGICA MI SEGUNDO HOGAR,ADULTO MAYOR,ESPÍRITU SANTO,TUNJUELITO,CLARET,CRA 32 N.46-39 SUR,CLAUDIA EMILCE ZAPATA,3202340505,,MIÉRCOLES,MENSUAL,4 SEMANA
830056399,,FUNDACION SAN JUAN BAUTISTA,COMEDOR ESCOLAR,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,CARACOLI,CLL. 75 F SUR No. 73 C - 84,MILENA BARRERA,3243577279 (PEDIDOS) - 312 378 32 15 - 3227434000-,fundacionsanjuanbautista@gmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
900636037,,PARROQUIA EL SEÑOR DEL MONTE DE GALILEA,BUEN SAMARITANO,SAN PABLO,USME,EL BOSQUE,CALLE 87 F SUR No. 7 D - 31 ESTE,"PEDIDOS: LUZ DARY CONTRERAS CIPRIAN
",PEDIDOS: 3115547196,pelsenordelmontedegalilea@arquibogota.org.co,MARTES,SEMANAL,SEMANAL
860010525,,HIJAS DEL CORAZON MISERICORDIOSO DE MARIA,JARDÍN INFANTIL,ENGATIVÁ,ENGATIVÁ,JARIN BOTÁNICO,AV CRA 70#49-66,HNA OFELMINA,2951848/3112891233-4296512,,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900992304,,"FUNDACION PARA LA PROMOCION Y DESARROLLO DE LA PAZ,LA CULTURA,LA RECREACION Y EL DEPORTE AMIGO ANGEL",COMEDOR ESCOLAR,ENGATIVÁ,SUBA,LONDRES,CARRERA 113 C No. 156 - 21,DENNICE PATRICIA OYUELA MORENO,3008035418,amigoangelfundacion@gmail.com,MIÉRCOLES,QUINCENAL,PROGRAMA LADY JIMÉNEZ
900103201,,FUNDACION EL JORDAN,TERAPÉUTICO POR ADICCIÓN,FONTIBÓN,MOSQUERA CUNDINAMARCA,MOSQUERA,"CALLE 19 No. 16 - 07 MOSQUERA, BARRIO MANAGUA-SEDE OPERATIVA CIUDAD SAN FRANCISCO Cra 19 g NRO 61 a 70 
",CARLOS VELANDIA - FRANCISCO BEITA,350 8698137 - 715 4424 - 246 0960 - 717 1522 - 311 4797542,cristiano73jordan@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
901265981,,"FUNDACIÓN ""MYS VIEJOS QUERIDOS""",ADULTO MAYOR,ENGATIVÁ,ENGATIVÁ,NORMANDÍA 1ER SECTOR,CARRERA 70 C No. 54 - 60,ALEXANDER ANTONIO GARCÍA FERIAS,3157318294,katheringuzmanmolina@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA
901490014,,FUNDACION FIRMES Y DIGNOS,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,SUBA,RINCÓN,CARRERA 95 B No. 130 D - 03,JOSÉ MARÍA PEÑA,3114582217 - 3170941052,funfirmesydignos@gmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
900544324,,PARROQUIA JESUCRISTO DE BETANIA,BUEN SAMARITANO,SAN PABLO,USME,BETANIA,CARRERA 7 No. 76 B - 34 SUR,PADRE JONATHAN JAIRO LUZARDO MARTÍNEZ,3143660940 - 3163786066 - 3059013620,parroquiajesucristodebetania@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
806007685,,HERMANAS MISIONERAS DE SANTA TERESITA DEL NIÑO JESUS,INTERNADO,SAN JOSÉ,ANTONIO NARIÑO,CIUDAD JARDÍN SUR,CRA. 12 B NO. 18 - 27 SUR,HNA. DIANYS MIENA BOHORQUEZ GAITAN,3099135-3134183156 - 3138883766,casaformacionteresitas@gmail.com,SÁBADO,MENSUAL,4 SEMANA
830012978,,CHILDRENS VISION INTERNATIONAL INC,INTERNADO,ESPÍRITU SANTO,RAFAEL URIBE URIBE,MURILLO TORO,CALLE 35 A SUR No. 26 D- 38,JUAN SEBASTIAN SEGOVIA/ JEANENE KAY THICKE,312 4843274 - 311 5247617 - 311 5980708,childrensvision@06iicolombia.org,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
830140373,,FUNDACION CAMINO,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,CHICÓ,"CARRERA 19 No. 100 - 12, PISO 2",MARGARITA GNECCO - SANDRA HERNÁNDEZ,3102833561,margaritagnecco@outlook.com,MIÉRCOLES,MENSUAL,1 SEMANA
860015136,,HERMANITAS DE LA ASUNCION,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,MODELO SUR,CRA 8 B NO. 4-31 SUR ANTONIO NARIÑO,HELENA SANZ DE SANTA MARIA,3132624436/3132624441,"helenasantamaria@gmail.com,alimentandosolidaridades@gmail.com",VIERNES,MENSUAL,4 SEMANA
901048697,,PARROQUIA NUESTRA SEÑORA DE NAZARET,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,PARAISO,"CALLE 72 A SUR No. 27 J - 32 (TEMPLO)
CARRERA 27 I No. 72 A - 25 (PUNTO DE ENVÍO - SALONES PARROQUIALES Y ESPACIO BAB)",PADRE DIEGO OTERO ESPINEL - YOALY ROJAS GÓMEZ,3054186884 (PADRE) - 3144935740 (SECRETARIA - PEDIDOS),pnuestrasenoradenazaret@arquibogota.org.co,JUEVES,SEMANAL,SEMANAL
900058584,,PARROQUIA SAN PEDRO JULIAN EYMARD,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,PARAÍSO,CARRERA 27 C No. 71 H - 11 SUR,"PADRE PAULO ANDRÉS GONZÁLEZ LONDOÑO, PEDIDOS: SORANLLY SUÁREZ GÓMEZ",3123826560 (PERSONAL SORANLLY) - 3006409195 (CONTACTO PARROQUIAL),psanpedrojulianeymard@arquibogota.org.co,VIERNES,SEMANAL,SEMANAL
901048686,,PARROQUIA SAN CARLOS DE FOUCAULD,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,BELLA FLOR,CALLE 73 B No. 27 A - 25 SUR,"PADRE PAULO ANDRÉS GONZÁLEZ LONDOÑO, PEDIDOS: FRANCY STELLA QUIÑONEZ PÉREZ",3124932812,,MIÉRCOLES,SEMANAL,SEMANAL
900200362,,PARROQUIA NUESTRA SEÑORA DE LA SALUD,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,ESTRELLA DEL SUR,CRA 18 C N. 73 A 15 SUR,LILIANA YINEDT PERRILLA,3222526807 - 3507963578,pnsenoradelasalud@arquibogota.org.co,JUEVES,SEMANAL,SEMANAL
900840547,,IGLESIA CRISTIANA RIOS DE ALABANZA Y MISIONERA,COMEDOR ESCOLAR,SAN PABLO,RAFAEL URIBE URIBE,CALLEJÓN SANTA BÁRBARA,CALLE 48 J BIS A SUR # 5 L -36,LEONILDE CASTAÑEDA- DIANA PERILLA,3154820429-3165204563,iglesiacristianariosdealabanza@gmail.com,VIERNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900547882,,"PARROQUIA MARIA, MADRE DE LA DIVINA MISERICORDIA",BUEN SAMARITANO,SAN PABLO,USME,VILLA ALEMANIA II,CR 5 No. 113 A 09 SUR,"YURI ALEJANDRA VEGA PÉREZ (PEDIDOS)
PADRE FAIDEN SALAZAR","3219197362
3136487896",pmariamadredm@arquibogota.org.co,MARTES,QUINCENAL,1 Y 3 SEMANA
900986400,,FUNDACION ABUELOS CIEN AÑOS DE SALUD Y VIDA,ADULTO MAYOR,SOACHA,BOSA,JOSE MARIA CARBONEL,DG. 71 C BIS B # 776 - 68 SUR,OLGA MARIA ACOSTA ROJAS,3107971670,olga.funacien@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900183935,,FUNDACION CONSTRUYENDO CAMINOS DE ESPERANZA FUNCADES,TEJIENDO COMUNIDAD,SOACHA,BOSA,LAURELES,CRA 80 I BIS # 73F - 28 SUR,ROSA MARIA GARZON QUINTERO,3156479897 - 7030758,infofuncades@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900257454,,COLECTIVO DE RECUPERACION INTEGRAL EN ADICCIONES Y RESOCIALIZACION DE CONDUCTAS - CRIAR,TERAPÉUTICO POR ADICCIÓN,SOACHA,,,CALLE 80 AUTOPISTA MEDELLÍN KM 11 COSTADO SUR AL LADO DE LA FÁBRICA BIMBO,RAÚL ORTIZ GUILLIN,3104448088 - 477 39 41/3227721880 Angelica Maria Olarte encargada no v 07/18,colectivocriar@hotmail.com,JUEVES,SEMANAL,SEMANAL
901009430,,FUNDACION HOGAR GERIATRICO LA MISERICORDIA,ADULTO MAYOR,SOACHA,SOACHA,SAN MATEO II SECTOR-COMUNA 5,CL. 25D # 5A - 69E,#N/A,716 28 70/3005074043,lamisericordiahogar@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900236348,,FUNDACION CRISTIANA MARANATHA Y SU SIGLA FUNMAR,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,ENGATIVÁ,SANTA CECILIA,"CRA 75 N, 52A 59",#N/A,4109238/3115823366/3132038577,funmar_em@hotmail.com,JUEVES,MENSUAL,2 SEMANA
860054247,,PARROQUIA DE LA SANTISIMA TRINIDAD,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,BARRIOS UNIDOS,LA MERCED NORTE,CARRERA 29 No. 69 - 24,PADRE CARLOS ALBERTO WANUMEN MARTINEZ - GLORIA PULIDO (PEDIDOS),3152135728 (PEDIDOS) - 3134909566 - 3103285871 - 2314425,,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
830027812,,PARROQUIA MARIA REINA DE LOS APOSTOLES,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,JUAN PABLO II,"CARRERA 18 Q No. 67 A - 52 SUR (CASA CURAL)
CALLE 67 A SUR No. 18 P - 15 / 18 Q - 79 (PUNTO DE ENVÍO)",PADRE JOSÉ TOMÁS ARCE CASTRO - HERMANO DAMIÁN DELGADO (PEDIDOS),3103653324 - 3246771969 - 7900320,pmariareinadelosapostoles@arquibogota.org.co,VIERNES,SEMANAL,SEMANAL
901505695,,IGLESIA LA BUENA SEMILLA,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,VILLA MARÍA II,CARRERA 118 No. 132 C - 07,MARTÍN ARCILA NIÑO,3176471129,ic.labuenasemilla.ad@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
860015685,,UNIVERSIDAD LA GRAN COLOMBIA,INSTITUCIÓN EDUCATIVA,INMACULADA CONCEPCIÓN,CANDELARIA,CATEDRAL,CARRERA 6 # 12 B -40,MARCO TULIO CALDERON PEÑALOZA - CHRISTIAN FERRER LIS,3276999 - 3363292 - 314 3120790 - 3213967635,,SÁBADO,MENSUAL,4 SEMANA
860009268,,MISIONEROS CLARETIANOS,TEJIENDO COMUNIDAD,SOACHA,BOSA,BOSA CENTRO,CRA 80I NO. 60-40,ALEXANDRA OBESO,3142095187,,MIÉRCOLES,MENSUAL,1 SEMANA
900319801,,CONGREGACION DE JESUS Y MARIA PROVINCIA EUDISTA MINUTO DE DIOS,INTERNADO,ENGATIVÁ,ENGATIVÁ,MINUTO DE DIOS,CARRERA 74 A No. 80 - 65,LUIS NOVOA (SEMINARISTA DELEGADO PEDIDOS) - PADRE HELIO ALEXANDER HERNANDEZ,PEDIDOS 3173172968 - 3156534015,economialamisionmd@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA
900407913,,IGLESIA CRISTIANA NGC LA CALERA,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,LA CALERA,PASEO REAL CENTRO,CARRERA 2 B No. 2 - 59,WILLIAN JOSE MARIA JULIO REYNALDO ESCOBAR (PEDIDOS),3202379325 - 8757377 - 3124090243 (PEDIDOS),"ngcaccionsociallacalera@gmail.com,ngclacalera@gmail.com",JUEVES,QUINCENAL,2 Y 4 SEMANA
830041755,,FUNDACION VISION PAIS,TERAPÉUTICO POR DISCAPACIDAD,PADRE MISERICORDIOSO,USAQUÉN,CEDRITOS,CRA 18 NO. 140-53,SORAYA ARENAS,3208721543,"visionpaisfundacion@yahoo.com,hernandezcastillacesar@gmail.com",MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
900905461,,FUNDACION PUERTA DE LUZ,COMEDOR ESCOLAR,SOACHA,BOSA,INDEPENDENCIA,CALLE 71 A NO. 87B-34 SUR,"ALEXANDER RODRÍGUEZ
CARMEN RODRÍGUEZ
CAROLINA RODRÍGUEZ
DAVID DUARTE","3014463147
3197129922
3143263914
3006430470",alexronov@hotmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
901060407,,PARROQUIA LA ASCENCION DEL SEÑOR,BUEN SAMARITANO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LA UNIÓN DIVINO NIÑO,CALLE 75 F SUR NO. 73C-07,PAdre Giovanni colorado,3127170241,carzul2@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
